AlmCve,PParte,PDescrip,PExis,PPasillo,PUbica
02,680086C1,LIGA HULE MANGAS DT466  (JGO),7,06P,5215
02,687024C1,WASHER,7,02C,1452
02,73-104,ACIDO PARA BATERIA,7,06C,4732
02,991612C91,INJECTOR,7,SIN L,
02,991612C91CR,CORE INYECTOR,7,CORE,
02,AMS74003,AMORTIGUADOR,7,06G,5129
02,AUT-1394000,CINTA AISLANTE,7,MSC,P4
02,AUT-1956100,FOCO ALOGENO H1,7,01F,0667
02,BEC-U1034,FARO REDONDO H1,7,05F,4224
02,BWP-M-2054,TUERCA,7,,
02,BWP-M-2630,RETEN GAVILAN,7,020G,1847
02,BWP-M-2647,CANDADO,7,02H,1948
02,BWP-M-3856,"BUJE SOPORTE MOTOR IHC (D-41)11/16""",7,STOK,OBS
02,BX102626N,VALVULA,7,02K,2214
02,BX103385,GRIFO PURGA TANQUES,7,02K,2218
02,BX288753N,ADJUSTER,7,02I,2056
02,C3020943,EMPAQUE MANIFOLD ESCAPE,7,PC1,P41
02,C3824022,SELLO DE HULE AZUL 2,7,CAJA,05
02,C3945329,BUJE DE ARBOL DE LEVAS CPL2691,7,01I,0937
02,CAT-211-0592,BALERO,7,01K,1124
02,CAT-321-5746,METALES,7,01K,1127
02,CL-119258,MOBIL DELVAC 1300,7,ACEITE,01
02,D29503288,EMPAQUE,7,04G,3528
02,D29539579,FILTRO ACEITE ALLISON (29537268),7,03E,2819
02,D29544139,SENSOR VELOCIDAD,7,04G,3519
02,D29545776,FILTRO ACEITE TRANSMICION ALLISON,7,04G,3523
02,ECA50AF,CLAMP,7,04G,3532
02,ELA-EP54,BUJE TIRANTE SUSP.REMOLQUE ROCOSA,7,05E,4129
02,FAK5454,JUEGO DE PERNOS INTERNATIONAL 4900,7,05B,3859
02,FUL10J14,"BALL, 7/16",7,05B,3839
02,FUL4303603,RONDANA,7,05B,3839
02,FULK7028,EMPAQUE TRANSMISION FS5306A/6305B (P50),7,05B,3819
02,GAT-401-5S,"CONECTOR HEMBRA 5/16"" UNIV JIC/SAE REUSA",7,05C,3938
02,GAT-62PL-4,UNION RAPIDA 1/4,7,02L,2367
02,H34013087L,KIT ADAPTADOR,7,04B,3043
02,H48574000,ESPACIADOR,7,02E,1657
02,MOE-44165-10,"TAPON EXPANSION 1-1/2"" CAT/CUMMINS/DETRO",7,02F,1765
02,NAT-370165A,RETEN ACEITE,7,01C,0334
02,PDC-033-0044,LODERA FENDER BLANCA INTERNATIONAL,7,,
02,TM594A,BALERO BOLA,7,01B,0226
02,VEL-006842,CONECTOR 1/4X1/8,7,,
02,VER-80050,PEGAMENTO EMPAQUE AMARILLO,7,06C,4726
02,VSM-1340A,ZEPELIN CABINA,7,06B,4639
02,VSM-9079A,MICA CUADRADA AMBAR,7,06B,4612
02,WAG-9004,FOCO HALOGENO (19520),7,01F,0669
02,ZFG142784P,BASE FILTRO DIESEL,7,03E,2856
02,ZFGAF25429,FILTRO AIRE SECUNDARIO 4700/4900 AF25354,7,03A,2423
02,ZFGAF25694,FILTRO PARA AIRE,7,03A,2447
02,ZFGAF25856,FILTRO AIRE PRIMARIO MBZ,7,03B,2513
02,ZFGAF4535M,FILTRO PARA AIRE,7,FILTRO,5003
02,ZFGAF888M,FILTRO AIRE,7,FILTRO,5009
02,ZFGLF16166,FILTRO PARA LUBRICANTE,7,03D,2739
02,ZFGLF680,FILTRO ACEITE SISTEMA HIDRAULICO (CONCRE,7,03D,2749
02,1229K3001,RONDANAS,8,05A,3731
02,1517672C91,CLAMP,8,04G,3547
02,1658820C1,BULBO VALVULA PEDAL E-7 64-76PSI,8,CBL,059
02,1661227C1,TERM,8,SIN L,
02,1661246C3,INTERRUPTOR  FRENO MOTOR,8,CBL,069
02,1663197C1,LOCK,8,02I,2049
02,1675883C91,CABLE,8,CBL,002
02,1695989C91,TAPA P/MASA DELANTERA,8,01E,0511
02,1696766C1,ELEMENT 001,8,03E,2824
02,1699064C1,BOLSA AIRE CABINA,8,04B,3022
02,1804211C2,PRECALENTADORES 7.3L,8,01F,0628
02,1804378C2,EMPAQUE,8,06P,5341
02,1805055C2,GASKET,8,06D,4826
02,1809146C91,KIT ANILLOS,8,02C,1419
02,1809938C91,KIT DE LIGAS MANGA DT360,8,06P,5216
02,1812329C94,RETEN TRASERO CIGUEÑAL 444E POWER STOKE,8,01C,0367
02,1815264C1,GUIA VALVULA DT/DTA 360,8,02C,1461
02,1817178C2,PISTON DT360 STD,8,02E,1668
02,1817247C93,ANILLOS STD P/MANGAS DT466,8,02C,1419
02,1817253C96,1/2 REPARACION DT/DTA360 MOD.1988-93,8,STOCK,SERV
02,1822191C93,BOMBA HAND PRIMER,8,02J,2124
02,1823356C91,PACKAGE,8,06P,5212
02,1825436C1,EMPAQUE MULTIPLE ESCAPE DT466,8,06D,4829
02,1828320C1,MANGA INYECTOR ACERO INOXIDABLE VT365,8,02B,1314
02,1837201C91,PACKAGE,8,02A,1216
02,1843266C91,KIT,8,02C,1415
02,2017481C1,CONNECTR,8,02L,2367
02,2017509C1,ELBOW,8,02L,2363
02,233009R1,SPRING  010,8,02C,1454
02,2506796C1,FOCO MINIATURA INCANDESCENTE,8,01F,0639
02,2507659C1,CLIP SUJETADOR PARA VENTANA,8,01H,0846
02,2587324C1,SENSOR NIVEL REFRIGERANTE DT466E 4200/,8,02A,1246
02,2589910C1,STUD,8,02I,2016
02,288905C91,VALVULA SOLENOIDE (FAMSA),8,02J,2163
02,3529218C1,BELT    001,8,BANDA,A16
02,3532993C4,MANGUERA SUP RAD AYB,8,02F,1718
02,3536107C1,PIPA,8,04A,2929
02,3557856C1,CLAMP,8,04G,3549
02,3592484C1,RECTIFIER,8,CBL,071
02,3607384C1,RELEVADOR SIEMENS,8,01F,0648
02,408103C1,EMPAQUE MASA 5 HOYOS,8,01C,0359
02,434466C93,ANILLOS P/PISTON STD 9.0L (JGO),8,02C,1429
02,477715C1,BUSHING,8,02E,1644
02,501906C92,AMORTIGUADOR AYB,8,06G,5135
02,503580C1,BRACKET,8,02D,1542
02,594409C1,TORNILLO,8,02C,1463
02,6050727C1,RING,8,06P,5365
02,670073C2,EMPAQUE TURBO    (R),8,06P,5343
02,675442C1,MANGUITO INYECTOR DTA360/DTA466,8,02C,1429
02,691796C1,GAUGE,8,02F,1755
02,8900139R91,KIT,8,01D,0464
02,8900193R91,KIT CAMPAÑA,8,01E,0562
02,A77782,TAPON,8,PC1,P12
02,AMS65106,AMORTIGUADOR NAVISTAR DELANTEROS,8,06G,5113
02,AMS65404,AMORTIGUADOR,8,06G,5116
02,AMS66613,AMORTIGUADOR DELANTERO FAMSA TODOS,8,06G,5121
02,AMS6886,AMORTIGUADOR,8,06G,5129
02,AMS74409,AMORTIGUADOR 85310,8,06G,5129
02,ATC-4709,BALATA 4709,8,07A,5432
02,AUT-2975300,PLAFON UNIOVERSAL,8,06B,4629
02,AUT-3794705,SOCKET FOCO 9004,8,06B,4636
02,AUT-917000,CABLE ELECTRICO # 14,8,05C,3934
02,AYC-1504017,CALAVERA LEDS CLARA,8,05F,4229
02,AYC-3102001,CRISTAL FIJO FILTRASOL,8,,
02,BWP-M-1523,SEGURO PERNO GAVILAN ROCKW,8,02H,1956
02,BWP-M-1957,RONDANA,8,,
02,BWP-M-1978,TUERCA,8,STOK,OBS
02,BWP-M-2724,RODILLO,8,,
02,BWP-M-40,BIRLO,8,STOK,OBS
02,BWP-M-571A,BUJE PLASTICO,8,,
02,BX800691,FILTRO PARA RETENER ACEITE,8,02K,2251
02,C212161,LIGA TUBO DEL AGUA,8,PC1,P49
02,C3074400,EMPAQUE GRUPOS TIEMPO BC .017,8,PC2,P21
02,C3164263,CONECTOR HEMBRA 18 MACHO 20,8,CAJA,02
02,C3335342,PERNO SEGUILEVAS,8,01I,0924
02,C3804303,EMPAQUE CARTER N14 CPL1537 *PROMOCION*,8,01J,1018
02,CAT-211-0587,BALERO,8,01K,1142
02,CR35000,RETEN,8,01D,0436
02,D113299Q6257,PORTAGAVILAN DERECHO 4400,8,05G,4322
02,D23503747,ANILLOS 2.5 S50/S60 (JGO),8,04G,3519
02,D29546229,EMPAQUE PARA TUBO,8,04G,3514
02,DOR-550-004,SELLO PLANO 9/16-14.22MM,8,,36B
02,ELA-EP170,BUJE TIRANTE SUSPENSION DINA/FAMSA,8,05E,4145
02,ELA-EP56,SOPORTE DELANTERO CASETA DINA 531-532,8,05E,4133
02,FTR8225,ROTULA DER,8,04F,3434
02,FUL10019,PLUNGER,8,05B,3838
02,FUL14750,CANDADO FLECHA RTLO16618,8,05B,3839
02,FUL4302080,SNAP RING,8,05B,3839
02,FUL6392,RESORTE,8,05B,3836
02,FULX121207,PLUG,8,02E,1662
02,FUS-ATC25,FUSIBLE 25 AMP CLAVIJA (20540),8,,
02,GAT-22T240,"MANGUERA RADIADOR 2 1/2 X 24""",8,02E,1619
02,GAT-54F10-8,CODO 45 GRADOS,8,,
02,GAT-TB265,ABRAZADERAS,8,04G,3548
02,GGA-10023,COPA CROMADA TIPO ALCOA,8,05E,4159
02,H60670005,AMORTIGUADOR,8,06G,5139
02,JAC-2514,RONDANA,8,04H,3614
02,MCN-604428,FILTRO ACEITE MCNEILUS,8,05E,4121
02,MCN-606344,DESLIZADOR ZAPATA,8,,
02,MCN-606346,BUJE DE NYLON,8,04H,3632
02,MCN-930119Q,ELEMENTO,8,05E,4124
02,PH977B,FILTRO ACEITE,8,04C,OBST
02,R507002,KIT,8,02I,2025
02,R802446,MATRACA,8,02I,2053
02,RKN20031,VALVULA ESTACIONAMIENTO,8,02K,2229
02,SPA-61VL-8,TUERCA VIBRA-LOK,8,05A,3714
02,SPA-TYO42,MANGUERA 42,8,04H,3629
02,SPA-TYO48,MANGUERA 48,8,04H,3629
02,TM370025A,RETEN TRACERO DE TRACTO,8,01B,0256
02,TM47620,PISTA,8,01B,0245
02,T-M587A,RETEN GAVILAN,8,SIN L,
02,TMSET408,CONJ. RODAMIENTOS,8,01B,0216
02,TMSET82,JUEGO CONO Y TAZA LM104949 Y JLM104910,8,01B,0211
02,VSM-9079,MICA CUADRADA ROJA,8,06B,4611
02,ZFGAF456,FILTRO AIRE 4X8,8,FILTRO,3003
02,ZFGAF459,FILTRO AIRE 6X8,8,FILTRO,3006
02,ZFGAF4870M,FILTRO PARA AIRE,8,03B,2547
02,ZFGAF931M,FILTRO AIRE,8,03B,2512
02,ZFGFF42000,FILTRO COMBUSTIBLE,8,03C,2626
02,ZFGFS1298,FILTRO SEPARADO DE AGUA DEL COMBUSTIBLE,8,03D,2719
02,ZFGFS19593,FILTRO SEPARADOR,8,03D,2732
02,ZFGHF6102,FILTRO HIDRAULICO SABRITAS FW,8,05F,STCK
02,ZFGLF3328,FILTRO ACEITE CAT CAMION FORD,8,03D,2757
02,ZFGLF3443,FILTRO DIESEL,8,03D,2764
02,ZFGLF9025,FILTRO ACEITE UNIDADES CFE,8,03D,2774
02,1661764C1,BEZEL DELANTERO DERECHO,9,06B,4643
02,1688312C1,SENSOR AVISADOR,9,CBL,069
02,1697269C92,POTENCIOMETRO AYB,9,02A,1243
02,1812559C1,LIGA SELLO   (R),9,06P,5331
02,1817993C1,BOLT,9,02E,1658
02,1819988C2,BANDA NGV 466,9,BANDA,A03
02,1820479C1,FILTRO DIESEL,9,03E,2827
02,1825467C1,CONECTOR,9,02C,1463
02,1830950C92,JUEGO ANILLOS 444E 0.10,9,02C,1416
02,2000944C1,FOCO MINIATURA PARA TABLERO IHC,9,01F,0634
02,2007296C1,SWITCH DE LUCES,9,CBL,046
02,2024446C1,ELBOW,9,02L,2365
02,208800R1,GASKET,9,06P,5363
02,227110R1,RONDANA,9,02C,1457
02,2502058C1,BOTON SEGURO TAPA FILTRO AIRE (JGO),9,P1,LATE
02,2505815C2,GLASS,9,01G,0737
02,2586872C1,RETAINER,9,P1,LATE
02,2591361C1,FILTRO DIESEL (MWMI),9,03E,2844
02,2608500,INTERRUPTOR 2 PASOS,9,,
02,270288C1,CANDADO DADOS CAMPANA DIRECCION,9,02E,1641
02,28220R1,TORNILLO FLOTADOR,9,02C,1453
02,29545779,KIT FILTER,9,,
02,3669091C1,BALERO,9,01A,0138
02,440301C1,TUERCA,9,02E,1652
02,497840C96,FLOTADOR DIESEL,9,01G,0732
02,554184C92,TAPON TANQUE DE LATON,9,02F,1763
02,571250C1,VALVULA,9,02E,1657
02,691183C1,DEFLECTR,9,02C,1453
02,70345R1,WASHER,9,02C,1451
02,991061C2,ACEITE FLEETRITE MULTIGRADO TRANSMISION,9,STOCK,SERV
02,A28409PW,RIM 24.5 X 8.25 7300 LBS UNIMOUNT,9,07B,5522
02,ACC-P07650095,SOPORTE GRIS,9,05F,4217
02,AUT-1396100,CABLE #8 COLOR ROJO,9,MSC,P4
02,AUT-2070500,FUSIBLE AUTO 30A ROSA,9,01F,0676
02,AUT-3198600,PORTA FUSIBLE,9,06B,4637
02,BWP-M-2408,"BIRLO 3/4-16 5-1/4 ""R""",9,STOK,OBS
02,BWP-M-2430,BIRLO,9,,
02,BWP-M-2472,"BIRLO ""R"" KW FRONT",9,STOK,OBS
02,BWP-M-2523,BIRLO,9,,
02,BWP-M-258,BIRLO,9,,
02,BWP-M-2646,RONDANA/GAVILAN EATON 1-17/32X31/8,9,STOK,OBS
02,BWP-M-3203,TUERCA MM,9,02H,1952
02,BWP-M-977,BIRLO,9,,
02,C3070136,LIGA INYECTOR CELECT N14/L10 CAFE,9,01I,0917
02,C3070138,LIGA INYECTOR CELECT N14/L10 AZUL CIELO,9,01I,0917
02,C3074401,EMPAQUE GRUPO TIEMPO BC,9,PC2,P21
02,C3084589D,CORE,9,CORE,
02,C3823253,CONECTOR HEMBRA CODO,9,CAJA,02
02,C3824803,CONECTOR C/CABLE 2 SELLO AZUL,9,CAJA,02
02,C3824848,CONECTOR C/CABLE 2 SELLO GR,9,CAJA,02
02,CAT-5P-5678,SELLOS MILIMETRICOS,9,01K,1131
02,CPM-16144-66,MANGUERA DE SAPOS,9,04H,3624
02,CPM-16146-66,MANGUERA DE SAPO,9,04H,3626
02,DOR-115006,ROTULA,9,02E,1645
02,DOR-125-003,YUGO 2-1/2X5/16-24,9,02E,1643
02,EC50PLA,ABRAZADERA,9,04G,3533
02,ETN0127595,SHIM,9,05B,3841
02,GAF-11520,SOPORTE CABINA Y CAMAROTE C,9,05E,4155
02,GAS-TB2T,TERMINAL BATERIA 2 TORNILLOS REFORZADA,9,04G,3549
02,GAT-MP4,ABRAZADERA 1/4-5/8,9,02L,2366
02,HOR994349,LINING,9,04A,2956
02,MOE-44425-10,"TAPON EXPANSION DIESEL 4""",9,02F,1761
02,MSC-CHT01N,CONECTORES PARA ARRANCADOR,9,06B,4624
02,PDC-248433P,PERILLA VALVULA,9,02K,2231
02,PDR2834PA,LUBRICANTE,9,,
02,R005871R,BIRLO DERECHO,9,02I,2024
02,TMSET403,JUEGO CONO Y TAZA 594 A Y 592 A,9,01B,0213
02,TSP127760X,"DISCO DE PARO CLUTCH 2""",9,05A,3729
02,VSM-4064A,"LUZ REDONDA AMBAR 4""",9,06B,4619
02,ZBJ67002,CABLE,9,06B,4633
02,ZBR2705,TAMBOR TRASERO 16.5X7,9,PR1,0112
02,ZDR2210V7536,GAVILAN,9,05B,3865
02,ZDR2210W7537,GAVILAN,9,05B,3864
02,ZFGAF25359,FILTRO AIRE SECUNDARIO,9,FILTRO,5002
02,ZFGFF5321,FILTRO DIESEL CAT-1R-0751,9,03C,2639
02,ZFGFS1281,FILTRO SEPARADOR,9,03D,2718
02,ZFGFS19763,FILTRO SEPARADOR,9,03D,2736
02,ZFGHF6056,FILTRO HIDRAULICO,9,03E,2819
02,ZFGWF2127,FILTRO AGUA,9,03E,2818
02,ZKC5675XQ,CRUCETA MIXTA,9,05H,4429
02,ZKI1003825,"CADENA DE 3/8 X 25 DE LONGITUD
",9,05A,3764
02,ZMB119258,ACEITE MULTIGRADO 15W40 CUBETA,9,ACEITE,01
02,09-FUN12,PORTAFUSIBLE,10,06B,4637
02,101006,"RONDANAS DE 1 """,10,05F,4239
02,1670307C1,RING,10,02I,2017
02,1675868C1,HLE TENSOR,10,02D,1569
02,1694880C91,CABLE FRENO MANO MOTOR 7.3,10,04E,3315
02,1804027C2,TORNILLO      (R),10,02C,1462
02,1810169C2,EMPAQUE DEL MULTIPLE DE ESCAPE,10,06D,4828
02,1817830C1,TORNILLO,10,02C,1452
02,1820907C2,LIGA TAPA FRONTAL DT466E,10,06P,5364
02,1842825C91,KIT,10,03E,2835
02,2018987C2,ABSORBER,10,06G,5138
02,2505697C2,KIT,10,02K,2259
02,2506727C1,FLAP    001,10,01E,0561
02,2506950C1,CLAMP,10,04G,3537
02,2587313C1,WASHER,10,06P,5364
02,2588992C1,BASE AMORTIGUADOR  P/CABINA,10,04B,3045
02,2593595C91,INYECTOR DT466E C/RONDANA DE COBRE,10,02C,1431
02,299277C91,CLAMP,10,04G,3534
02,30391225PW,RIM 22.5 X 8.25 7300 LBS ARTILLERIA,10,STOCK,SERV
02,3529689C1,BREAKER,10,CBL,025
02,3536181C1,BREAKER,10,CBL,028
02,370782C1,SCREW,10,MSC,
02,40005R1,SELLO,10,02C,1452
02,488919C2,STOP,10,02D,1541
02,588760C1,STUD,10,02I,2014
02,596368C1,ADJUSTER,10,02I,2052
02,598860C1,BULBO STOP LUCES 2 PATAS NO (352),10,CBL,039
02,697924R6,"HORQUILLA CM50/55/60-14""/15.5""2 PLATOS",10,02E,1635
02,AMS65128,ABSORBER,10,06G,5115
02,ANCO9118,PLUMA ANCO 18,10,02E,1616
02,AUT-1973300,FOCO HALOGENO H7,10,01E,0553
02,AUT-2071000,FUSIBLE AUTO 40A COLOR VERDE,10,01F,0676
02,AUT-2071200,FUSIBLE 50A COLOR ROJO,10,01F,0676
02,AUT-4129000,TERMINAL 1/2,10,,
02,AUT-991700,"CALAVERA REDONDA 5"" AMBAR AUTOBUS",10,05F,4241
02,AYC-1534003,LUZ DE POSICION AMBAR,10,05F,4238
02,AYC-1536044,PLAFON ELIPTICO LED AMBAR,10,05F,4234
02,BWP-M-1046,"SEGURO 1-1/2"" 1/16"" 1-5/8""",10,,
02,BWP-M-1113,"BIRLO ""L""",10,STOK,OBS
02,BWP-M-1193,"TUERCA MUELLE 3/4""-16 GR8",10,,
02,BWP-M-1194,"TUERCA MUELLE 7/8""-14 GR8",10,,
02,BWP-M-1196,"TUERCA MUELLE 7/16""-20 GR8",10,02H,1944
02,BWP-M-1199,"TUERCA MUELLE 1-1/8""-12 GR8",10,02H,1944
02,BWP-M-1400,"BUJE GAVILAN ROCKWELL 1-1/2""",10,STOK,OBS
02,BWP-M-1422,"RODILLO OD 1-1/4"" 1"" LENGTH 2-7/32""",10,STOK,OBS
02,BWP-M-1520,"BUJE GAVILAN 1-1/2"" ROCKW-FRUEHAUF",10,,
02,BWP-M-1889,"TUERCA SEGURIDAD 1-14""",10,STOK,OBS
02,BWP-M-1963,TUERCA,10,02H,1944
02,BWP-M-2401,"CAPUCHON ""L"" 5988LP RIN ALUMINIO",10,,
02,BWP-M-2410,"BIRLO 3/4-16 5-9/16 ""R""",10,STOK,OBS
02,BWP-M-2463,"BIRLO 7/16-20 X 2""",10,,
02,BWP-M-2524,BIRLO,10,,
02,BWP-M-2621,BUJE GAVILAN EATON,10,STOK,OBS
02,BWP-M-3638,"BIRLO ""R"" 3/4""",10,STOK,OBS
02,BWP-M-3639,"BIRLO ""L"" 3/4""",10,STOK,OBS
02,BWP-M-3661,BIRLO MM M22X1.5,10,STOK,OBS
02,BWP-M-645,CANDADO,10,,
02,BWP-M-81,"BIRLO ""L"" 4968LP",10,STOK,OBS
02,BWP-M-979,BIRLO,10,,
02,BX284142,"V?LVULA DE SEGURIDAD ST-3;  1/4"" NPT",10,02K,2237
02,C3045534,LIGA FRENO MOTOR (10180),10,PC1,P59
02,C3074402,EMPAQUE GRUPO TIEMPO BC .017,10,PC2,P22
02,C3164510,CONECTOR,10,CAJA,05
02,C3289314,BANDA SERPENTINA ISM,10,BANDA,B04
02,C3824023,SELLO DE HULE OVALADO GREEN 1,10,CAJA,05
02,C3824024,SELLO DE HULE REDONDO VERDE 1,10,CAJA,05
02,C3824025,SELLO DE HULE OVALADO VERDE 2,10,CAJA,05
02,C3824026,SELLO DE HULE OVALADO VERDE 3,10,CAJA,05
02,C3824028,SELLO DE HULE OVALADO ANARANJADO 1,10,CAJA,05
02,C3824030,LIGA 10MM ROJA,10,CAJA,05
02,C3824258,LIGA .04 ROJA,10,CAJA,05
02,C3824265,SELLO DE HULE 3 MORADO,10,CAJA,05
02,C3824266,SELLO DE HULE P/CONEC-4_6 VERDE,10,CAJA,05
02,C3824907,SELLO TAPON DE 4 PIN,10,CAJA,05
02,C3824915,SELLO CONECTOR 6 PIN ROJO,10,CAJA,05
02,C3939859,"BRG,ROD",10,01J,1038
02,CPM16154-66,"MANGUERA ZAPO 54¨""",10,04H,3625
02,CR38780,RETEN DE ACEITE PARA RUEDA,10,01D,0436
02,D29545779,FILTRO PARA TRANSMICION ALLISON,10,04G,3563
02,D8929013,LIGA MANGAS S60,10,04G,3513
02,DOR-64462,LIGA 6MMX10MM,10,06P,5365
02,DOR-64517,LIGA 17MMX22MM,10,,
02,EC35PLA,ABRAZADERA,10,04H,3534
02,ELA-EP32,BUJE TIRANTE SUSPENSION REMOLQUE,10,05E,4129
02,ELA-EP93,TOPE SUSPENSION MUELLE DINA 531-532,10,05E,4135
02,ETN0119855,SELLO DE DIAFRAGMA,10,05B,3849
02,ETN0817493,LAINAS KIN PIN .005,10,05A,3733
02,FLETE,FLETE AEREO,10,,
02,FTR8224,ROTULA IZQ,10,04F,3433
02,FUL15758,EMPAQUE,10,05B,3837
02,FULK1603,EMPAQUE SECCION AUXILIAR (JGO),10,05B,3819
02,GAT-459F6,"INSERTO DE LATON 3/8""",10,,
02,GAT-HP16,ABRAZADERA 3/4- 1 1/2,10,02L,2368
02,HPS-8062,MANGUERA BLANCA 1/2,10,05D,4021
02,JAC-2236,LIGA,10,04H,3613
02,JAC-2969,TORNILLO LUBRICADOR,10,04H,3614
02,KN423021,"BANDA P/CARGA 4"" X 30'",10,04D,3223
02,L2643655,"MANGUERA 1""",10,05C,3925
02,LTH-ZLTL31P750AR,ACUMULADOR 750 AMP POSTE,10,06F,5061
02,MBZ-A000-090-15-51,FILTRO DIESEL MBZ =FF5380 OM904/906,10,03E,2861
02,MCN-673068,ZAPATA DE BRONCE CORREDERA,10,04H,3639
02,MSC-CHZ01N,FARO METALICO AZUL HALOGENO,10,06B,4639
02,PHL12008,MANITA ROJA,10,02L,2331
02,SPA-84101,CONECTOR UNION 1/8 SELECTOR CAMBIOS,10,,
02,STE-383-0156,RETEN C/PISTA (JGO),10,01E,0522
02,TMHM212049,CONO INTERIOR P/ MAZA DELANTERA HM212011,10,01B,0236
02,WAG-912,FOCO PELLISCO GRANDE LUZ INTERIOR FORD,10,01F,0666
02,ZDRR824003,"MATRACA MANUAL DE 28 DIENTES 5"", 6"" Y 7""",10,02I,2027
02,ZFGAF25033M,FILTRO AIRE DINA N14,10,FILTRO,5004
02,ZFGAF25092M,FILTRO AIRE,10,03B,2511
02,ZFGAF26103,FILTRO PARA AIRE,10,FILTRO,5007
02,ZFGAF26268,FILTRO AIRE,10,03B,2514
02,ZFGAF429,FILTRO PARA AIRE,10,03A,2425
02,ZFGAF979,FILTRO AIRE PRIMARIO DINA/NAVISTAR,10,FILTRO,4904
02,ZFGAF979M,FILTRO AIRE,10,FILTRO,4903
02,ZFGAF987,FILTRO AIRE SECUNDARIO (AF979),10,03A,2421
02,ZFGAH1103,FILTRO AIRE,10,FILTRO,5001
02,ZFGFF5485,FILTRO PARA COMBUSTIBLE FF5485,10,03C,2639
02,ZFGFS1280,FILTRO SEPARADOR MOTOR ESTACIONARIO CUMM,10,03D,2717
02,ZFGFS19624,FILTRO SEPARADOR DIESEL ISM/7600,10,03D,2733
02,1684471C91,"MUELLE ""Z"" TRASERA",11,07C,5642
02,1804332C1,TEE PLASTICO P/INYECTORES,11,02E,1644
02,1805670C1,"CONECTORES ""T""",11,02E,1644
02,1820478C1,BALIN DE VALVULA,11,02C,1454
02,1830606C94,BOMBA AGUA DT466 E /I530E DESPUES 9/93,11,02J,2117
02,1833382C1,MANGUITAS INYECTOR DT466E 2000,11,02B,1313
02,1843162C91,FILTRO DIESEL VT365,11,03E,2841
02,2039549C1,AMORTIGUADOR,11,06G,5139
02,2596214C91,PEDAL ACELERADOR (JGO) 4300/4400 DT466E,11,02A,1261
02,3553803C2,ABRAZADERA TURBO,11,04G,3544
02,3557854C1,ABRAZADERA,11,04G,3546
02,3567154C1,TERM,11,SIN L,
02,3578683C2,BLADE,11,02E,1613
02,3586939C1,CLAMP,11,04G,3541
02,582775C1,BULBO O CHICHARRA DE REVERSA,11,01F,0662
02,591597C2,EMPAQUE BOMBA DE DIRECCION DT466E/530,11,06P,5362
02,675477C1,RONDANA COBRE INYECTOR,11,02C,1455
02,872614A1,RESORTE,11,02E,1658
02,A28410PW,RIM 24.5 X 8.25 7700 LBS TCA. Y CAPUCHON,11,07B,5511
02,AUT-1516000,DESTELLADOR,11,01F,0668
02,AUT-4090000,TERNIMAL DE COBRE 2/0 X 1/2,11,04G,3549
02,AUT-4266800,"TUBO CORRUGADO 1""",11,05C,
02,AYC-1536007,PLAFON INTERIOR,11,05F,4228
02,BWP-M-1186,"TUERCA MUELLE 1 1/4-12"" 2-3/4"" GR8",11,,
02,BWP-M-1956,TUERCA ESPIGA,11,,
02,BWP-M-2467,"BIRLO ""L"" PTB",11,02H,1952
02,BWP-M-2528,"CONO EJE 1/2"" (1246B28)",11,02H,1948
02,C3046420,VARILLA ESCAPE BIG CAM *PROMOCION*,11,01I,0923
02,C3802421,"ANILLOS (JGO) SERIE ""B""",11,01I,0916
02,C3824027,SELLO DE HULE OVALADO VERDE 4,11,CAJA,05
02,CA1596,FILTRO AIRE URVIABUS,11,03B,2531
02,CH990625,ACEITE HIDRAULICO 68,11,06C,4729
02,CPM-151-16,DIAFRAGMA 16,11,03E,2866
02,CR560082,RETEN ACEITE,11,01D,0452
02,DOR-550-006,SELLO PLANO 11/16-17.40MM,11,,36B
02,ETN0314147,KIT DE RESORTES P/BALATAS TRASERA T600,11,01E,0554
02,FATF27101PLT,LIQUIDO SINTETICO PARA TRANSMISION AUTOMATICA,11,,
02,GAT-169PL-64,CONEXION CODO P/MANGUWERA 3/8 X 1/4,11,02L,2368
02,JAC-1558,TORNILLO,11,05A,3714
02,LF3883,FILTRO ZFGLF3883,11,SIN L,
02,V370025A,SEAL,11,01C,0313
02,VEL-056017,TERMINAL DE OJO,11,,
02,VSM-4015,LUZ CUADRADA TRASERA P/STOP IHC,11,06B,4621
02,WAG-1141,FOCO 1 POLO 12V (20120),11,01F,0668
02,ZCP3929131,SEAL,11,01E,0525
02,ZFGAF4574,FILTRO AIRE,11,04C,OBST
02,ZFGAF474K,FILTRO AIRE IHC TRANSTAR,11,FILTRO,3005
02,ZFGFF109,FILTRO DIESEL,11,03C,2613
02,ZFGFF204,FILTRO DIESEL SECON 3367,11,03C,2619
02,ZFGFF211,FILTRO DIESEL CAT 3406,11,03C,2622
02,ZFGFS1006,FILTRO SEPARADOR,11,03C,2643
02,ZFGLF516,FILTRO ACEITE,11,03D,2739
02,1662325C91,TONILLO CORONA Y PIÑON JGO,12,02I,2021
02,1804353C91,TAPPET,12,02E,1634
02,1815874C1,SEAL,12,06P,5359
02,1824948C1,LIGA SENSOR POSICION ARBOL LEVAS DT466E,12,06P,5364
02,1837800C1,LIGAS,12,06P,5341
02,1841574C2,TUERCA BIRLO M10X44.5 TURBO DT466E,12,02C,1453
